Wall time,Step,Value
1589176729.598306,12108000,-521.789794921875
1589176753.6735735,12120000,-524.5120239257812
1589176805.7158797,12144000,-522.539794921875
1589176829.5181437,12156000,-519.6231079101562
1589176856.2005637,12168000,-512.8009033203125
1589176880.2772784,12180000,-525.4786376953125
1589176955.6173306,12216000,-522.3508911132812
1589177156.7577374,12312000,-516.0967407226562
1589177180.7472425,12324000,-515.967529296875
1589177205.3411145,12336000,-515.2119750976562
1589177256.6932957,12360000,-526.1953125
1589177308.4608867,12384000,-518.459228515625
1589177332.1945727,12396000,-517.90087890625
1589177356.1288288,12408000,-521.2786865234375
1589177407.5099576,12432000,-507.2008972167969
1589177458.0272768,12456000,-528.8092041015625
1589177482.3837216,12468000,-539.1119995117188
1589177506.242649,12480000,-541.7731323242188
1589177581.1259499,12516000,-556.5231323242188
1589177608.5871058,12528000,-541.1092529296875
1589177633.3396485,12540000,-526.7564697265625
1589177758.9905565,12600000,-533.7258911132812
1589177806.7051775,12624000,-529.0009155273438
1589177833.7685783,12636000,-533.1383666992188
1589177882.1590126,12660000,-516.8675537109375
1589177909.1144483,12672000,-529.0550537109375
1589177956.600929,12696000,-517.0509033203125
1589178105.996472,12768000,-513.6175537109375
1589178132.8087862,12780000,-513.0092163085938
1589178180.4033349,12804000,-534.923095703125
1589178231.6937232,12828000,-531.8175659179688
1589178331.0654423,12876000,-526.8397827148438
1589178382.8677053,12900000,-511.62310791015625
1589178435.06561,12924000,-511.3009033203125
1589178483.276901,12948000,-502.07867431640625
1589178533.7508583,12972000,-503.9675598144531
1589178584.898221,12996000,-519.2633666992188
1589178608.757711,13008000,-524.5009155273438
1589178632.3184104,13020000,-509.2731018066406
1589178659.3946939,13032000,-510.9675598144531
1589178683.0988169,13044000,-516.9175415039062
1589178781.7680597,13092000,-526.673095703125
1589178832.87957,13116000,-525.5509033203125
1589178857.065872,13128000,-515.1842041015625
1589179009.3304484,13200000,-501.2453308105469
1589179060.6571693,13224000,-526.517578125
1589179112.0931807,13248000,-512.4259033203125
1589179135.9111595,13260000,-523.6953125
1589179160.3779087,13272000,-513.878662109375
1589179309.949082,13344000,-515.5064086914062
1589179384.9303627,13380000,-527.5786743164062
1589179435.9891558,13404000,-526.4286499023438
1589179511.3605535,13440000,-503.3008728027344
1589179587.154801,13476000,-505.5119934082031
1589179611.0737019,13488000,-497.39532470703125
1589179662.3246994,13512000,-487.0731201171875
1589179686.3865545,13524000,-499.9675598144531
1589179713.4394903,13536000,-493.4092102050781
1589179737.877006,13548000,-491.5953369140625
1589179788.9019926,13572000,-483.46337890625
1589179812.8288379,13584000,-478.5342102050781
1589179863.2027278,13608000,-478.8133850097656
1589179887.1436243,13620000,-505.37310791015625
1589179911.1692667,13632000,-492.9620056152344
1589179986.105285,13668000,-474.878662109375
1589180013.4258304,13680000,-478.94671630859375
1589180062.2824533,13704000,-476.2286682128906
1589180266.6104825,13800000,-478.2675476074219
1589180291.2910564,13812000,-466.5286560058594
1589180319.3350723,13824000,-463.7425537109375
1589180344.2581084,13836000,-459.4786682128906
1589180419.664423,13872000,-462.1842041015625
1589180443.5447822,13884000,-455.173095703125
1589180470.3514793,13896000,-459.0342102050781
1589180544.7212994,13932000,-452.52587890625
1589180568.5471716,13944000,-458.2731018066406
1589180592.5689938,13956000,-467.7120056152344
1589180666.9803693,13992000,-461.4119873046875
1589180964.9276812,14136000,-458.6619873046875
